"Year","Value"
"1960","210357620.0"
"1961","216285875.0"
"1962","222396518.0"
"1963","228663034.0"
"1964","235048548.0"
"1965","241525127.0"
"1966","248082224.0"
"1967","254723773.0"
"1968","261454660.0"
"1969","268285362.0"
"1970","275222756.0"
"1971","282265414.0"
"1972","289406786.0"
"1973","296643292.0"
"1974","303970215.0"
"1975","311383650.0"
"1976","318876360.0"
"1977","326446030.0"
"1978","334099163.0"
"1979","341845707.0"
"1980","349689363.0"
"1981","357632874.0"
"1982","365662995.0"
"1983","373747579.0"
"1984","381844359.0"
"1985","389922156.0"
"1986","397961545.0"
"1987","405966436.0"
"1988","413957171.0"
"1989","421966286.0"
"1990","430014112.0"
"1991","438102530.0"
"1992","446211495.0"
"1993","454312822.0"
"1994","462368285.0"
"1995","470347459.0"
"1996","478247051.0"
"1997","486067029.0"
"1998","493785288.0"
"1999","501376484.0"
"2000","508826710.0"
"2001","516120111.0"
"2002","523270767.0"
"2003","530331985.0"
"2004","537377388.0"
"2005","544459791.0"
"2006","551595525.0"
"2007","558768052.0"
"2008","565956228.0"
"2009","573125269.0"
"2010","580246796.0"
"2011","587315129.0"
"2012","594330743.0"
"2013","601277206.0"
"2014","608136047.0"
"2015","614891969.0"
"2016","621534921.0"
