"Year","Value"
"1960","11424176.0"
"1961","11665595.0"
"1962","11871712.0"
"1963","12065468.0"
"1964","12282419.0"
"1965","12547525.0"
"1966","12864954.0"
"1967","13222694.0"
"1968","13609982.0"
"1969","14010339.0"
"1970","14410400.0"
"1971","14809521.0"
"1972","15207771.0"
"1973","15593351.0"
"1974","15952078.0"
"1975","16274740.0"
"1976","16554746.0"
"1977","16796578.0"
"1978","17015983.0"
"1979","17235666.0"
"1980","17472140.0"
"1981","17731230.0"
"1982","18008564.0"
"1983","18298214.0"
"1984","18590138.0"
"1985","18877238.0"
"1986","19156795.0"
"1987","19431986.0"
"1988","19708323.0"
"1989","19993755.0"
"1990","20293054.0"
"1991","20609150.0"
"1992","20937404.0"
"1993","21265834.0"
"1994","21577982.0"
"1995","21862299.0"
"1996","22113548.0"
"1997","22335638.0"
"1998","22537336.0"
"1999","22731985.0"
"2000","22929075.0"
"2001","23131810.0"
"2002","23336681.0"
"2003","23538540.0"
"2004","23729498.0"
"2005","23904167.0"
"2006","24061097.0"
"2007","24203289.0"
"2008","24335146.0"
"2009","24463021.0"
"2010","24591599.0"
"2011","24722298.0"
"2012","24854034.0"
"2013","24985976.0"
"2014","25116363.0"
"2015","25243917.0"
"2016","25368620.0"
