"Year","Value"
"1960","851591.0"
"1961","866462.0"
"1962","882170.0"
"1963","898647.0"
"1964","915822.0"
"1965","933655.0"
"1966","952206.0"
"1967","971512.0"
"1968","991491.0"
"1969","1012015.0"
"1970","1033050.0"
"1971","1054453.0"
"1972","1076340.0"
"1973","1099235.0"
"1974","1123855.0"
"1975","1150635.0"
"1976","1179723.0"
"1977","1210799.0"
"1978","1243352.0"
"1979","1276663.0"
"1980","1310118.0"
"1981","1343690.0"
"1982","1377346.0"
"1983","1410439.0"
"1984","1442212.0"
"1985","1472192.0"
"1986","1499861.0"
"1987","1525460.0"
"1988","1550262.0"
"1989","1576022.0"
"1990","1603938.0"
"1991","1634517.0"
"1992","1667121.0"
"1993","1700362.0"
"1994","1732257.0"
"1995","1761359.0"
"1996","1787273.0"
"1997","1810453.0"
"1998","1831298.0"
"1999","1850527.0"
"2000","1868699.0"
"2001","1885955.0"
"2002","1902312.0"
"2003","1918097.0"
"2004","1933728.0"
"2005","1949543.0"
"2006","1965662.0"
"2007","1982287.0"
"2008","1999930.0"
"2009","2019209.0"
"2010","2040551.0"
"2011","2064166.0"
"2012","2089928.0"
"2013","2117361.0"
"2014","2145785.0"
"2015","2174645.0"
"2016","2203821.0"
