"Year","Value"
"1960","313970.0"
"1961","316845.0"
"1962","320750.0"
"1963","324100.0"
"1964","327750.0"
"1965","331500.0"
"1966","333895.0"
"1967","334995.0"
"1968","335850.0"
"1969","337500.0"
"1970","339171.0"
"1971","342421.0"
"1972","346600.0"
"1973","350450.0"
"1974","355050.0"
"1975","358950.0"
"1976","360731.0"
"1977","361358.0"
"1978","362007.0"
"1979","362856.0"
"1980","364150.0"
"1981","365225.0"
"1982","365525.0"
"1983","365622.0"
"1984","365998.0"
"1985","366706.0"
"1986","368355.0"
"1987","370750.0"
"1988","373450.0"
"1989","377100.0"
"1990","381850.0"
"1991","387000.0"
"1992","392175.0"
"1993","397475.0"
"1994","402925.0"
"1995","408625.0"
"1996","414225.0"
"1997","419450.0"
"1998","424700.0"
"1999","430475.0"
"2000","436300.0"
"2001","441525.0"
"2002","446175.0"
"2003","451630.0"
"2004","458095.0"
"2005","465158.0"
"2006","472637.0"
"2007","479993.0"
"2008","488650.0"
"2009","497783.0"
"2010","506953.0"
"2011","518347.0"
"2012","530946.0"
"2013","543360.0"
"2014","556319.0"
"2015","569604.0"
"2016","582972.0"
