"Year","Value"
"1960","8198000.0"
"1961","8271216.0"
"1962","8351928.0"
"1963","8437232.0"
"1964","8524224.0"
"1965","8610000.0"
"1966","8696496.0"
"1967","8785648.0"
"1968","8874552.0"
"1969","8960304.0"
"1970","9040000.0"
"1971","9115576.0"
"1972","9188968.0"
"1973","9257272.0"
"1974","9317584.0"
"1975","9367000.0"
"1976","9411000.0"
"1977","9463000.0"
"1978","9525000.0"
"1979","9584000.0"
"1980","9643000.0"
"1981","9710000.0"
"1982","9776000.0"
"1983","9843000.0"
"1984","9910000.0"
"1985","9975000.0"
"1986","10043000.0"
"1987","10111000.0"
"1988","10140000.0"
"1989","10170000.0"
"1990","10189000.0"
"1991","10194000.0"
"1992","10216000.0"
"1993","10239000.0"
"1994","10227000.0"
"1995","10194000.0"
"1996","10160000.0"
"1997","10117000.0"
"1998","10069000.0"
"1999","10026738.0"
"2000","9979610.0"
"2001","9928549.0"
"2002","9865548.0"
"2003","9796749.0"
"2004","9730146.0"
"2005","9663915.0"
"2006","9604924.0"
"2007","9560953.0"
"2008","9527985.0"
"2009","9506765.0"
"2010","9490583.0"
"2011","9473172.0"
"2012","9464495.0"
"2013","9465997.0"
"2014","9474511.0"
"2015","9489616.0"
"2016","9507120.0"
