"Year","Value"
"1960","1774699.0"
"1961","1830400.0"
"1962","1886562.0"
"1963","1943590.0"
"1964","2002119.0"
"1965","2062630.0"
"1966","2125240.0"
"1967","2189882.0"
"1968","2256782.0"
"1969","2326139.0"
"1970","2398096.0"
"1971","2472656.0"
"1972","2549774.0"
"1973","2629505.0"
"1974","2711848.0"
"1975","2796746.0"
"1976","2884155.0"
"1977","2973806.0"
"1978","3065117.0"
"1979","3157355.0"
"1980","3249910.0"
"1981","3342669.0"
"1982","3435525.0"
"1983","3527939.0"
"1984","3619253.0"
"1985","3709091.0"
"1986","3796917.0"
"1987","3882943.0"
"1988","3968454.0"
"1989","4055265.0"
"1990","4144565.0"
"1991","4236801.0"
"1992","4331277.0"
"1993","4426580.0"
"1994","4520725.0"
"1995","4612228.0"
"1996","4700779.0"
"1997","4786640.0"
"1998","4869626.0"
"1999","4949660.0"
"2000","5026796.0"
"2001","5100750.0"
"2002","5171734.0"
"2003","5240879.0"
"2004","5309703.0"
"2005","5379328.0"
"2006","5450211.0"
"2007","5522106.0"
"2008","5594506.0"
"2009","5666581.0"
"2010","5737723.0"
"2011","5807820.0"
"2012","5877108.0"
"2013","5945747.0"
"2014","6013997.0"
"2015","6082035.0"
"2016","6149928.0"
