"Year","Value"
"1960","2120979.0"
"1961","2152681.0"
"1962","2181586.0"
"1963","2210919.0"
"1964","2240623.0"
"1965","2265919.0"
"1966","2283217.0"
"1967","2301220.0"
"1968","2323619.0"
"1969","2343173.0"
"1970","2359164.0"
"1971","2376389.0"
"1972","2395674.0"
"1973","2415819.0"
"1974","2437186.0"
"1975","2456130.0"
"1976","2470989.0"
"1977","2485073.0"
"1978","2497921.0"
"1979","2505953.0"
"1980","2511701.0"
"1981","2519421.0"
"1982","2531080.0"
"1983","2546011.0"
"1984","2562047.0"
"1985","2578873.0"
"1986","2599892.0"
"1987","2626583.0"
"1988","2653434.0"
"1989","2666955.0"
"1990","2663151.0"
"1991","2650581.0"
"1992","2614338.0"
"1993","2563290.0"
"1994","2520742.0"
"1995","2485056.0"
"1996","2457222.0"
"1997","2432851.0"
"1998","2410019.0"
"1999","2390482.0"
"2000","2367550.0"
"2001","2337170.0"
"2002","2310173.0"
"2003","2287955.0"
"2004","2263122.0"
"2005","2238799.0"
"2006","2218357.0"
"2007","2200325.0"
"2008","2177322.0"
"2009","2141669.0"
"2010","2097555.0"
"2011","2059709.0"
"2012","2034319.0"
"2013","2012647.0"
"2014","1993782.0"
"2015","1977527.0"
"2016","1960424.0"
