"Year","Value"
"1960","4579603.0"
"1961","4611687.0"
"1962","4647727.0"
"1963","4684483.0"
"1964","4722072.0"
"1965","4759012.0"
"1966","4797381.0"
"1967","4835354.0"
"1968","4864883.0"
"1969","4891860.0"
"1970","4928757.0"
"1971","4963126.0"
"1972","4991596.0"
"1973","5021861.0"
"1974","5045297.0"
"1975","5059862.0"
"1976","5072596.0"
"1977","5088419.0"
"1978","5104248.0"
"1979","5116801.0"
"1980","5123027.0"
"1981","5121572.0"
"1982","5117810.0"
"1983","5114297.0"
"1984","5111619.0"
"1985","5113691.0"
"1986","5120534.0"
"1987","5127024.0"
"1988","5129516.0"
"1989","5132594.0"
"1990","5140939.0"
"1991","5154298.0"
"1992","5171370.0"
"1993","5188628.0"
"1994","5206180.0"
"1995","5233373.0"
"1996","5263074.0"
"1997","5284991.0"
"1998","5304219.0"
"1999","5321799.0"
"2000","5339616.0"
"2001","5358783.0"
"2002","5375931.0"
"2003","5390574.0"
"2004","5404523.0"
"2005","5419432.0"
"2006","5437272.0"
"2007","5461438.0"
"2008","5493621.0"
"2009","5523095.0"
"2010","5547683.0"
"2011","5570572.0"
"2012","5591572.0"
"2013","5614932.0"
"2014","5643475.0"
"2015","5683483.0"
"2016","5731118.0"
