"Year","Value"
"1960","72814900.0"
"1961","73377632.0"
"1962","74025784.0"
"1963","74714353.0"
"1964","75318337.0"
"1965","75963695.0"
"1966","76600311.0"
"1967","76951336.0"
"1968","77294314.0"
"1969","77909682.0"
"1970","78169289.0"
"1971","78312842.0"
"1972","78688452.0"
"1973","78936666.0"
"1974","78967433.0"
"1975","78673554.0"
"1976","78336950.0"
"1977","78159814.0"
"1978","78091820.0"
"1979","78126350.0"
"1980","78288576.0"
"1981","78407907.0"
"1982","78333366.0"
"1983","78128282.0"
"1984","77858685.0"
"1985","77684873.0"
"1986","77720436.0"
"1987","77839920.0"
"1988","78144619.0"
"1989","78751283.0"
"1990","79433029.0"
"1991","80013896.0"
"1992","80624598.0"
"1993","81156363.0"
"1994","81438348.0"
"1995","81678051.0"
"1996","81914831.0"
"1997","82034771.0"
"1998","82047195.0"
"1999","82100243.0"
"2000","82211508.0"
"2001","82349925.0"
"2002","82488495.0"
"2003","82534176.0"
"2004","82516260.0"
"2005","82469422.0"
"2006","82376451.0"
"2007","82266372.0"
"2008","82110097.0"
"2009","81902307.0"
"2010","81776930.0"
"2011","80274983.0"
"2012","80425823.0"
"2013","80645605.0"
"2014","80982500.0"
"2015","81686611.0"
"2016","82667685.0"
