"Year","Value"
"1960","4198307.0"
"1961","4277802.0"
"1962","4357746.0"
"1963","4436804.0"
"1964","4513246.0"
"1965","4585777.0"
"1966","4653919.0"
"1967","4718167.0"
"1968","4779624.0"
"1969","4839881.0"
"1970","4900059.0"
"1971","4960647.0"
"1972","5021359.0"
"1973","5082049.0"
"1974","5142246.0"
"1975","5201705.0"
"1976","5260062.0"
"1977","5317542.0"
"1978","5375393.0"
"1979","5435143.0"
"1980","5497756.0"
"1981","5564200.0"
"1982","5633661.0"
"1983","5702754.0"
"1984","5766957.0"
"1985","5823242.0"
"1986","5870023.0"
"1987","5908886.0"
"1988","5943661.0"
"1989","5979907.0"
"1990","6021614.0"
"1991","6070204.0"
"1992","6124265.0"
"1993","6181538.0"
"1994","6238576.0"
"1995","6292827.0"
"1996","6343683.0"
"1997","6392040.0"
"1998","6438587.0"
"1999","6484510.0"
"2000","6530691.0"
"2001","6577216.0"
"2002","6623792.0"
"2003","6670276.0"
"2004","6716373.0"
"2005","6761932.0"
"2006","6806838.0"
"2007","6851221.0"
"2008","6895315.0"
"2009","6939534.0"
"2010","6984096.0"
"2011","7029022.0"
"2012","7074129.0"
"2013","7118888.0"
"2014","7162679.0"
"2015","7204948.0"
"2016","7245472.0"
