"Year","Value"
"1960","22452.0"
"1961","22808.0"
"1962","23039.0"
"1963","23168.0"
"1964","23236.0"
"1965","23282.0"
"1966","23305.0"
"1967","23292.0"
"1968","23304.0"
"1969","23346.0"
"1970","23484.0"
"1971","23720.0"
"1972","24051.0"
"1973","24439.0"
"1974","24835.0"
"1975","25197.0"
"1976","25523.0"
"1977","25809.0"
"1978","26087.0"
"1979","26395.0"
"1980","26745.0"
"1981","27164.0"
"1982","27624.0"
"1983","28095.0"
"1984","28512.0"
"1985","28835.0"
"1986","29041.0"
"1987","29172.0"
"1988","29235.0"
"1989","29312.0"
"1990","29439.0"
"1991","29624.0"
"1992","29863.0"
"1993","30138.0"
"1994","30427.0"
"1995","30691.0"
"1996","30967.0"
"1997","31251.0"
"1998","31523.0"
"1999","31800.0"
"2000","32082.0"
"2001","32360.0"
"2002","32629.0"
"2003","32933.0"
"2004","33314.0"
"2005","33793.0"
"2006","34408.0"
"2007","35111.0"
"2008","35853.0"
"2009","36534.0"
"2010","37094.0"
"2011","37497.0"
"2012","37783.0"
"2013","37971.0"
"2014","38132.0"
"2015","38307.0"
"2016","38499.0"
