"Year","Value"
"1960","7544491.0"
"1961","7769482.0"
"1962","8004121.0"
"1963","8248812.0"
"1964","8503994.0"
"1965","8770097.0"
"1966","9047798.0"
"1967","9337657.0"
"1968","9639840.0"
"1969","9954410.0"
"1970","10281700.0"
"1971","10621472.0"
"1972","10974622.0"
"1973","11343926.0"
"1974","11732958.0"
"1975","12144135.0"
"1976","12578407.0"
"1977","13034625.0"
"1978","13510421.0"
"1979","14002303.0"
"1980","14507468.0"
"1981","15027270.0"
"1982","15562194.0"
"1983","16107730.0"
"1984","16658054.0"
"1985","17210187.0"
"1986","17757169.0"
"1987","18302587.0"
"1988","18866319.0"
"1989","19475609.0"
"1990","20147590.0"
"1991","20893625.0"
"1992","21701476.0"
"1993","22535937.0"
"1994","23347885.0"
"1995","24102986.0"
"1996","24786190.0"
"1997","25410451.0"
"1998","26003542.0"
"1999","26607042.0"
"2000","27250535.0"
"2001","27945005.0"
"2002","28679565.0"
"2003","29435944.0"
"2004","30186341.0"
"2005","30911914.0"
"2006","31607064.0"
"2007","32282526.0"
"2008","32955496.0"
"2009","33650619.0"
"2010","34385963.0"
"2011","35167314.0"
"2012","35990192.0"
"2013","36849918.0"
"2014","37737913.0"
"2015","38647803.0"
"2016","39578828.0"
