"Year","Value"
"1960","1132921.0"
"1961","1167035.0"
"1962","1202373.0"
"1963","1238823.0"
"1964","1276276.0"
"1965","1314626.0"
"1966","1353804.0"
"1967","1393799.0"
"1968","1434657.0"
"1969","1476479.0"
"1970","1519299.0"
"1971","1563115.0"
"1972","1607834.0"
"1973","1653256.0"
"1974","1699113.0"
"1975","1745205.0"
"1976","1791453.0"
"1977","1837890.0"
"1978","1884515.0"
"1979","1931389.0"
"1980","1978578.0"
"1981","2026065.0"
"1982","2073844.0"
"1983","2121939.0"
"1984","2170409.0"
"1985","2219276.0"
"1986","2268574.0"
"1987","2318332.0"
"1988","2368618.0"
"1989","2419491.0"
"1990","2471009.0"
"1991","2523181.0"
"1992","2576018.0"
"1993","2629644.0"
"1994","2684183.0"
"1995","2739730.0"
"1996","2796344.0"
"1997","2853941.0"
"1998","2912328.0"
"1999","2971197.0"
"2000","3030347.0"
"2001","3089684.0"
"2002","3149265.0"
"2003","3209174.0"
"2004","3269541.0"
"2005","3330465.0"
"2006","3391905.0"
"2007","3453807.0"
"2008","3516268.0"
"2009","3579385.0"
"2010","3643222.0"
"2011","3707782.0"
"2012","3772938.0"
"2013","3838462.0"
"2014","3903986.0"
"2015","3969249.0"
"2016","4034119.0"
