"Year","Value"
"1960","3895396.0"
"1961","4030320.0"
"1962","4171425.0"
"1963","4315128.0"
"1964","4456689.0"
"1965","4592610.0"
"1966","4721525.0"
"1967","4843870.0"
"1968","4960235.0"
"1969","5071930.0"
"1970","5180025.0"
"1971","5284532.0"
"1972","5385267.0"
"1973","5483084.0"
"1974","5579077.0"
"1975","5674137.0"
"1976","5768724.0"
"1977","5863134.0"
"1978","5957929.0"
"1979","6053645.0"
"1980","6150738.0"
"1981","6249320.0"
"1982","6349558.0"
"1983","6452076.0"
"1984","6557585.0"
"1985","6666455.0"
"1986","6778633.0"
"1987","6893500.0"
"1988","7010036.0"
"1989","7126891.0"
"1990","7159000.0"
"1991","7271000.0"
"1992","7382000.0"
"1993","7495000.0"
"1994","7597000.0"
"1995","7685000.0"
"1996","7763000.0"
"1997","7838250.0"
"1998","7913000.0"
"1999","7982750.0"
"2000","8048600.0"
"2001","8111200.0"
"2002","8171950.0"
"2003","8234100.0"
"2004","8306500.0"
"2005","8391850.0"
"2006","8484550.0"
"2007","8581300.0"
"2008","8763400.0"
"2009","8947243.0"
"2010","9054332.0"
"2011","9173082.0"
"2012","9295784.0"
"2013","9416801.0"
"2014","9535079.0"
"2015","9649341.0"
"2016","9762274.0"
