"Year","Value"
"1960","108646.0"
"1961","112119.0"
"1962","115788.0"
"1963","119561.0"
"1964","123354.0"
"1965","127068.0"
"1966","130688.0"
"1967","134193.0"
"1968","137506.0"
"1969","140518.0"
"1970","143176.0"
"1971","145439.0"
"1972","147321.0"
"1973","148889.0"
"1974","150221.0"
"1975","151387.0"
"1976","152390.0"
"1977","153247.0"
"1978","154007.0"
"1979","154760.0"
"1980","155557.0"
"1981","156428.0"
"1982","157403.0"
"1983","158384.0"
"1984","159283.0"
"1985","160031.0"
"1986","160592.0"
"1987","161015.0"
"1988","161421.0"
"1989","161998.0"
"1990","162866.0"
"1991","164076.0"
"1992","165570.0"
"1993","167207.0"
"1994","168788.0"
"1995","170157.0"
"1996","171283.0"
"1997","172198.0"
"1998","172981.0"
"1999","173755.0"
"2000","174610.0"
"2001","175566.0"
"2002","176582.0"
"2003","177662.0"
"2004","178781.0"
"2005","179929.0"
"2006","181094.0"
"2007","182286.0"
"2008","183526.0"
"2009","184826.0"
"2010","186205.0"
"2011","187665.0"
"2012","189194.0"
"2013","190757.0"
"2014","192290.0"
"2015","193759.0"
"2016","195125.0"
