"Year","Value"
"1960","667070000.0"
"1961","660330000.0"
"1962","665770000.0"
"1963","682335000.0"
"1964","698355000.0"
"1965","715185000.0"
"1966","735400000.0"
"1967","754550000.0"
"1968","774510000.0"
"1969","796025000.0"
"1970","818315000.0"
"1971","841105000.0"
"1972","862030000.0"
"1973","881940000.0"
"1974","900350000.0"
"1975","916395000.0"
"1976","930685000.0"
"1977","943455000.0"
"1978","956165000.0"
"1979","969005000.0"
"1980","981235000.0"
"1981","993885000.0"
"1982","1008630000.0"
"1983","1023310000.0"
"1984","1036825000.0"
"1985","1051040000.0"
"1986","1066790000.0"
"1987","1084035000.0"
"1988","1101630000.0"
"1989","1118650000.0"
"1990","1135185000.0"
"1991","1150780000.0"
"1992","1164970000.0"
"1993","1178440000.0"
"1994","1191835000.0"
"1995","1204855000.0"
"1996","1217550000.0"
"1997","1230075000.0"
"1998","1241935000.0"
"1999","1252735000.0"
"2000","1262645000.0"
"2001","1271850000.0"
"2002","1280400000.0"
"2003","1288400000.0"
"2004","1296075000.0"
"2005","1303720000.0"
"2006","1311020000.0"
"2007","1317885000.0"
"2008","1324655000.0"
"2009","1331260000.0"
"2010","1337705000.0"
"2011","1344130000.0"
"2012","1350695000.0"
"2013","1357380000.0"
"2014","1364270000.0"
"2015","1371220000.0"
"2016","1378665000.0"
