"Year","Value"
"1960","4210747.0"
"1961","4336143.0"
"1962","4464249.0"
"1963","4595510.0"
"1964","4730540.0"
"1965","4869716.0"
"1966","5013153.0"
"1967","5160609.0"
"1968","5311615.0"
"1969","5465512.0"
"1970","5621792.0"
"1971","5780480.0"
"1972","5941567.0"
"1973","6104530.0"
"1974","6268707.0"
"1975","6433728.0"
"1976","6599214.0"
"1977","6765516.0"
"1978","6933906.0"
"1979","7106145.0"
"1980","7283459.0"
"1981","7466488.0"
"1982","7654819.0"
"1983","7847472.0"
"1984","8042897.0"
"1985","8240060.0"
"1986","8438604.0"
"1987","8639108.0"
"1988","8842575.0"
"1989","9050465.0"
"1990","9263813.0"
"1991","9483270.0"
"1992","9708544.0"
"1993","9938692.0"
"1994","10172297.0"
"1995","10408489.0"
"1996","10646674.0"
"1997","10887634.0"
"1998","11133501.0"
"1999","11387203.0"
"2000","11650743.0"
"2001","11924946.0"
"2002","12208848.0"
"2003","12500478.0"
"2004","12796925.0"
"2005","13096028.0"
"2006","13397008.0"
"2007","13700286.0"
"2008","14006366.0"
"2009","14316208.0"
"2010","14630417.0"
"2011","14948919.0"
"2012","15271056.0"
"2013","15596214.0"
"2014","15923559.0"
"2015","16252429.0"
"2016","16582469.0"
