"Year","Value"
"1960","3693449.0"
"1961","3764813.0"
"1962","3838097.0"
"1963","3913395.0"
"1964","3990857.0"
"1965","4070590.0"
"1966","4152668.0"
"1967","4237125.0"
"1968","4324064.0"
"1969","4413590.0"
"1970","4505778.0"
"1971","4600591.0"
"1972","4698083.0"
"1973","4798509.0"
"1974","4902168.0"
"1975","5009257.0"
"1976","5119833.0"
"1977","5233677.0"
"1978","5350322.0"
"1979","5469123.0"
"1980","5589575.0"
"1981","5711599.0"
"1982","5835182.0"
"1983","5959960.0"
"1984","6085496.0"
"1985","6211550.0"
"1986","6337893.0"
"1987","6464732.0"
"1988","6592787.0"
"1989","6723046.0"
"1990","6856244.0"
"1991","6992521.0"
"1992","7131707.0"
"1993","7273825.0"
"1994","7418861.0"
"1995","7566714.0"
"1996","7717443.0"
"1997","7870855.0"
"1998","8026254.0"
"1999","8182712.0"
"2000","8339512.0"
"2001","8496375.0"
"2002","8653345.0"
"2003","8810420.0"
"2004","8967741.0"
"2005","9125409.0"
"2006","9283334.0"
"2007","9441444.0"
"2008","9599855.0"
"2009","9758748.0"
"2010","9918242.0"
"2011","10078343.0"
"2012","10239004.0"
"2013","10400264.0"
"2014","10562159.0"
"2015","10724705.0"
"2016","10887882.0"
