"Year","Value"
"1960","2762899.0"
"1961","2843240.0"
"1962","2927857.0"
"1963","3015887.0"
"1964","3106186.0"
"1965","3197863.0"
"1966","3290411.0"
"1967","3383701.0"
"1968","3477742.0"
"1969","3572707.0"
"1970","3668595.0"
"1971","3765166.0"
"1972","3861931.0"
"1973","3958323.0"
"1974","4053713.0"
"1975","4147525.0"
"1976","4239675.0"
"1977","4329964.0"
"1978","4417516.0"
"1979","4501316.0"
"1980","4580704.0"
"1981","4655364.0"
"1982","4725720.0"
"1983","4792903.0"
"1984","4858532.0"
"1985","4923860.0"
"1986","4988943.0"
"1987","5053714.0"
"1988","5119035.0"
"1989","5185943.0"
"1990","5254984.0"
"1991","5326657.0"
"1992","5400331.0"
"1993","5474000.0"
"1994","5544945.0"
"1995","5611115.0"
"1996","5671925.0"
"1997","5727755.0"
"1998","5778706.0"
"1999","5825187.0"
"2000","5867626.0"
"2001","5905962.0"
"2002","5940303.0"
"2003","5971535.0"
"2004","6000775.0"
"2005","6028961.0"
"2006","6056478.0"
"2007","6083475.0"
"2008","6110301.0"
"2009","6137276.0"
"2010","6164626.0"
"2011","6192560.0"
"2012","6221246.0"
"2013","6250777.0"
"2014","6281189.0"
"2015","6312478.0"
"2016","6344722.0"
