"Year","Value"
"1960","41700.0"
"1961","42889.0"
"1962","44042.0"
"1963","45176.0"
"1964","46322.0"
"1965","47500.0"
"1966","48699.0"
"1967","49911.0"
"1968","51134.0"
"1969","52365.0"
"1970","53600.0"
"1971","54695.0"
"1972","56029.0"
"1973","56892.0"
"1974","57937.0"
"1975","59292.0"
"1976","60504.0"
"1977","61786.0"
"1978","62150.0"
"1979","62686.0"
"1980","63261.0"
"1981","64035.0"
"1982","64413.0"
"1983","64335.0"
"1984","64717.0"
"1985","65244.0"
"1986","65652.0"
"1987","68499.0"
"1988","68755.0"
"1989","69167.0"
"1990","69507.0"
"1991","70439.0"
"1992","70763.0"
"1993","72253.0"
"1994","74205.0"
"1995","75304.0"
"1996","76417.0"
"1997","77319.0"
"1998","78846.0"
"1999","80410.0"
"2000","81131.0"
"2001","81202.0"
"2002","83723.0"
"2003","82781.0"
"2004","82475.0"
"2005","82858.0"
"2006","84600.0"
"2007","85033.0"
"2008","86956.0"
"2009","87298.0"
"2010","89770.0"
"2011","87441.0"
"2012","88303.0"
"2013","89949.0"
"2014","91359.0"
"2015","93419.0"
"2016","94677.0"
