"Year","Value"
"1960","25012374.0"
"1961","25765673.0"
"1962","26513030.0"
"1963","27261747.0"
"1964","27984155.0"
"1965","28704674.0"
"1966","29435571.0"
"1967","30130983.0"
"1968","30838302.0"
"1969","31544266.0"
"1970","32240827.0"
"1971","32882704.0"
"1972","33505406.0"
"1973","34103149.0"
"1974","34692266.0"
"1975","35280725.0"
"1976","35848523.0"
"1977","36411795.0"
"1978","36969185.0"
"1979","37534236.0"
"1980","38123775.0"
"1981","38723248.0"
"1982","39326352.0"
"1983","39910403.0"
"1984","40405956.0"
"1985","40805744.0"
"1986","41213674.0"
"1987","41621690.0"
"1988","42031247.0"
"1989","42449038.0"
"1990","42869283.0"
"1991","43295704.0"
"1992","43747962.0"
"1993","44194628.0"
"1994","44641540.0"
"1995","45092991.0"
"1996","45524681.0"
"1997","45953580.0"
"1998","46286503.0"
"1999","46616677.0"
"2000","47008111.0"
"2001","47370164.0"
"2002","47644736.0"
"2003","47892330.0"
"2004","48082519.0"
"2005","48184561.0"
"2006","48438292.0"
"2007","48683638.0"
"2008","49054708.0"
"2009","49307835.0"
"2010","49554112.0"
"2011","49936638.0"
"2012","50199853.0"
"2013","50428893.0"
"2014","50746659.0"
"2015","51014947.0"
"2016","51245707.0"
