"Year","Value"
"1960","7865.0"
"1961","8026.0"
"1962","8146.0"
"1963","8227.0"
"1964","8298.0"
"1965","8369.0"
"1966","8441.0"
"1967","8521.0"
"1968","8631.0"
"1969","8827.0"
"1970","9144.0"
"1971","9581.0"
"1972","10136.0"
"1973","10784.0"
"1974","11498.0"
"1975","12244.0"
"1976","13022.0"
"1977","13841.0"
"1978","14661.0"
"1979","15444.0"
"1980","16162.0"
"1981","16789.0"
"1982","17356.0"
"1983","17906.0"
"1984","18543.0"
"1985","19313.0"
"1986","20251.0"
"1987","21339.0"
"1988","22538.0"
"1989","23776.0"
"1990","25010.0"
"1991","26213.0"
"1992","27404.0"
"1993","28646.0"
"1994","30055.0"
"1995","31672.0"
"1996","33536.0"
"1997","35597.0"
"1998","37740.0"
"1999","39808.0"
"2000","41687.0"
"2001","43316.0"
"2002","44738.0"
"2003","46028.0"
"2004","47299.0"
"2005","48622.0"
"2006","50031.0"
"2007","51483.0"
"2008","52926.0"
"2009","54279.0"
"2010","55507.0"
"2011","56579.0"
"2012","57523.0"
"2013","58371.0"
"2014","59172.0"
"2015","59963.0"
"2016","60765.0"
