"Year","Value"
"1960","10061515.0"
"1961","10350242.0"
"1962","10650667.0"
"1963","10961540.0"
"1964","11281015.0"
"1965","11607681.0"
"1966","11941325.0"
"1967","12282082.0"
"1968","12629329.0"
"1969","12982449.0"
"1970","13341069.0"
"1971","13704335.0"
"1972","14072476.0"
"1973","14447648.0"
"1974","14832841.0"
"1975","15229947.0"
"1976","15639901.0"
"1977","16061323.0"
"1978","16491083.0"
"1979","16924753.0"
"1980","17359120.0"
"1981","17792549.0"
"1982","18225730.0"
"1983","18660439.0"
"1984","19099584.0"
"1985","19544956.0"
"1986","19996253.0"
"1987","20451710.0"
"1988","20909895.0"
"1989","21368859.0"
"1990","21826658.0"
"1991","22283128.0"
"1992","22737056.0"
"1993","23184228.0"
"1994","23619356.0"
"1995","24038760.0"
"1996","24441074.0"
"1997","24827406.0"
"1998","25199748.0"
"1999","25561299.0"
"2000","25914879.0"
"2001","26261363.0"
"2002","26601467.0"
"2003","26937738.0"
"2004","27273194.0"
"2005","27610410.0"
"2006","27949944.0"
"2007","28292724.0"
"2008","28641980.0"
"2009","29001507.0"
"2010","29373646.0"
"2011","29759989.0"
"2012","30158966.0"
"2013","30565716.0"
"2014","30973354.0"
"2015","31376671.0"
"2016","31773839.0"
