"Year","Value"
"1960","3206749.0"
"1961","3295293.0"
"1962","3386863.0"
"1963","3481745.0"
"1964","3580312.0"
"1965","3682876.0"
"1966","3789211.0"
"1967","3899237.0"
"1968","4013539.0"
"1969","4132844.0"
"1970","4257505.0"
"1971","4388458.0"
"1972","4525114.0"
"1973","4664444.0"
"1974","4802348.0"
"1975","4936209.0"
"1976","5064674.0"
"1977","5189539.0"
"1978","5315265.0"
"1979","5448110.0"
"1980","5592646.0"
"1981","5750338.0"
"1982","5920059.0"
"1983","6100495.0"
"1984","6289327.0"
"1985","6484738.0"
"1986","6686159.0"
"1987","6893896.0"
"1988","7107976.0"
"1989","7328600.0"
"1990","7555617.0"
"1991","7789653.0"
"1992","8029725.0"
"1993","8272170.0"
"1994","8512173.0"
"1995","8746606.0"
"1996","8974077.0"
"1997","9196528.0"
"1998","9418393.0"
"1999","9645957.0"
"2000","9884052.0"
"2001","10134497.0"
"2002","10396861.0"
"2003","10670990.0"
"2004","10955944.0"
"2005","11251266.0"
"2006","11556763.0"
"2007","11873557.0"
"2008","12203957.0"
"2009","12550917.0"
"2010","12916229.0"
"2011","13300910.0"
"2012","13703513.0"
"2013","14120320.0"
"2014","14546111.0"
"2015","14976994.0"
"2016","15411614.0"
