"Year","Value"
"1960","2120896.0"
"1961","2170343.0"
"1962","2221122.0"
"1963","2273349.0"
"1964","2327137.0"
"1965","2382594.0"
"1966","2439196.0"
"1967","2496920.0"
"1968","2556852.0"
"1969","2620434.0"
"1970","2688428.0"
"1971","2762265.0"
"1972","2840841.0"
"1973","2919287.0"
"1974","2990965.0"
"1975","3051577.0"
"1976","3098973.0"
"1977","3135842.0"
"1978","3168843.0"
"1979","3207328.0"
"1980","3258144.0"
"1981","3323377.0"
"1982","3401242.0"
"1983","3489977.0"
"1984","3586381.0"
"1985","3687898.0"
"1986","3794043.0"
"1987","3905163.0"
"1988","4020295.0"
"1989","4138408.0"
"1990","4258472.0"
"1991","4380073.0"
"1992","4502363.0"
"1993","4623280.0"
"1994","4740380.0"
"1995","4851923.0"
"1996","4957180.0"
"1997","5056519.0"
"1998","5150763.0"
"1999","5241284.0"
"2000","5329304.0"
"2001","5414568.0"
"2002","5497273.0"
"2003","5579656.0"
"2004","5664605.0"
"2005","5754026.0"
"2006","5849356.0"
"2007","5949787.0"
"2008","6052190.0"
"2009","6152036.0"
"2010","6246274.0"
"2011","6333487.0"
"2012","6415169.0"
"2013","6494557.0"
"2014","6576397.0"
"2015","6663967.0"
"2016","6758353.0"
