"Year","Value"
"1960","1099314242.0"
"1961","1101437594.0"
"1962","1115814176.0"
"1963","1141369524.0"
"1964","1166686603.0"
"1965","1192684380.0"
"1966","1221467515.0"
"1967","1249422404.0"
"1968","1278226894.0"
"1969","1308528257.0"
"1970","1339564796.0"
"1971","1371115219.0"
"1972","1401045511.0"
"1973","1430110305.0"
"1974","1457744790.0"
"1975","1483162765.0"
"1976","1507058741.0"
"1977","1529402942.0"
"1978","1551701372.0"
"1979","1574205012.0"
"1980","1596260695.0"
"1981","1618553932.0"
"1982","1643017771.0"
"1983","1667415556.0"
"1984","1690957098.0"
"1985","1715338025.0"
"1986","1741359686.0"
"1987","1768900972.0"
"1988","1796575744.0"
"1989","1823489515.0"
"1990","1848804300.0"
"1991","1872462246.0"
"1992","1892154493.0"
"1993","1912802703.0"
"1994","1933029510.0"
"1995","1954394231.0"
"1996","1973716477.0"
"1997","1992872162.0"
"1998","2011383694.0"
"1999","2028688232.0"
"2000","2044405728.0"
"2001","2059351100.0"
"2002","2073373008.0"
"2003","2087062173.0"
"2004","2100672286.0"
"2005","2114381754.0"
"2006","2127904635.0"
"2007","2141092280.0"
"2008","2154444388.0"
"2009","2168123627.0"
"2010","2181250143.0"
"2011","2194503254.0"
"2012","2208049607.0"
"2013","2221689409.0"
"2014","2235382535.0"
"2015","2248927194.0"
"2016","2262709895.0"
