"Year","Value"
"1960","1448417.0"
"1961","1498071.0"
"1962","1550813.0"
"1963","1607171.0"
"1964","1667825.0"
"1965","1733306.0"
"1966","1803683.0"
"1967","1878877.0"
"1968","1958914.0"
"1969","2043818.0"
"1970","2133526.0"
"1971","2228146.0"
"1972","2327490.0"
"1973","2430755.0"
"1974","2536888.0"
"1975","2645139.0"
"1976","2754696.0"
"1977","2865637.0"
"1978","2979093.0"
"1979","3096729.0"
"1980","3219466.0"
"1981","3347781.0"
"1982","3480454.0"
"1983","3614689.0"
"1984","3746715.0"
"1985","3873781.0"
"1986","3994591.0"
"1987","4109703.0"
"1988","4220418.0"
"1989","4328914.0"
"1990","4436661.0"
"1991","4544293.0"
"1992","4651004.0"
"1993","4755289.0"
"1994","4855003.0"
"1995","4948798.0"
"1996","5035884.0"
"1997","5117269.0"
"1998","5195502.0"
"1999","5274163.0"
"2000","5355751.0"
"2001","5440566.0"
"2002","5527515.0"
"2003","5615952.0"
"2004","5704759.0"
"2005","5792688.0"
"2006","5881435.0"
"2007","5970362.0"
"2008","6053078.0"
"2009","6121053.0"
"2010","6169140.0"
"2011","6193501.0"
"2012","6198258.0"
"2013","6195970.0"
"2014","6204108.0"
"2015","6234955.0"
"2016","6293253.0"
