"Year","Value"
"1960","524552.0"
"1961","537249.0"
"1962","550840.0"
"1963","565353.0"
"1964","580799.0"
"1965","597190.0"
"1966","614613.0"
"1967","633154.0"
"1968","652843.0"
"1969","673640.0"
"1970","695597.0"
"1971","718639.0"
"1972","742835.0"
"1973","768512.0"
"1974","796095.0"
"1975","825840.0"
"1976","857855.0"
"1977","891926.0"
"1978","927585.0"
"1979","964166.0"
"1980","1001158.0"
"1981","1038397.0"
"1982","1075889.0"
"1983","1113539.0"
"1984","1151292.0"
"1985","1189114.0"
"1986","1226810.0"
"1987","1264314.0"
"1988","1301818.0"
"1989","1339624.0"
"1990","1377912.0"
"1991","1416731.0"
"1992","1455833.0"
"1993","1494693.0"
"1994","1532622.0"
"1995","1569094.0"
"1996","1604060.0"
"1997","1637635.0"
"1998","1669625.0"
"1999","1699862.0"
"2000","1728340.0"
"2001","1754935.0"
"2002","1779953.0"
"2003","1804339.0"
"2004","1829330.0"
"2005","1855852.0"
"2006","1884238.0"
"2007","1914414.0"
"2008","1946351.0"
"2009","1979882.0"
"2010","2014866.0"
"2011","2051339.0"
"2012","2089315.0"
"2013","2128507.0"
"2014","2168573.0"
"2015","2209197.0"
"2016","2250260.0"
