"Year","Value"
"1960","3645600.0"
"1961","3703600.0"
"1962","3760300.0"
"1963","3816100.0"
"1964","3870300.0"
"1965","3921600.0"
"1966","3966700.0"
"1967","4005800.0"
"1968","4042300.0"
"1969","4080300.0"
"1970","4119900.0"
"1971","4163000.0"
"1972","4205300.0"
"1973","4242500.0"
"1974","4279500.0"
"1975","4311200.0"
"1976","4342400.0"
"1977","4372100.0"
"1978","4397700.0"
"1979","4430200.0"
"1980","4467700.0"
"1981","4504500.0"
"1982","4542800.0"
"1983","4582900.0"
"1984","4622200.0"
"1985","4662900.0"
"1986","4704500.0"
"1987","4743500.0"
"1988","4790700.0"
"1989","4803300.0"
"1990","4802000.0"
"1991","4835900.0"
"1992","4873500.0"
"1993","4911100.0"
"1994","4861600.0"
"1995","4734000.0"
"1996","4616100.0"
"1997","4531600.0"
"1998","4487300.0"
"1999","4452500.0"
"2000","4418300.0"
"2001","4386400.0"
"2002","4357000.0"
"2003","4301000.0"
"2004","4245000.0"
"2005","4190000.0"
"2006","4136000.0"
"2007","4082000.0"
"2008","4030000.0"
"2009","3978000.0"
"2010","3926000.0"
"2011","3875000.0"
"2012","3825000.0"
"2013","3776000.0"
"2014","3727000.0"
"2015","3717100.0"
"2016","3719300.0"
