"Year","Value"
"1960","326550.0"
"1961","325250.0"
"1962","323900.0"
"1963","322550.0"
"1964","321250.0"
"1965","318800.0"
"1966","315200.0"
"1967","311550.0"
"1968","307900.0"
"1969","304300.0"
"1970","302650.0"
"1971","302700.0"
"1972","302450.0"
"1973","302200.0"
"1974","301996.0"
"1975","304222.0"
"1976","305774.0"
"1977","306970.0"
"1978","310182.0"
"1979","313342.0"
"1980","316645.0"
"1981","318982.0"
"1982","325898.0"
"1983","330524.0"
"1984","330593.0"
"1985","336452.0"
"1986","342121.0"
"1987","344485.0"
"1988","347325.0"
"1989","350722.0"
"1990","354170.0"
"1991","363845.0"
"1992","367618.0"
"1993","371308.0"
"1994","374797.0"
"1995","377419.0"
"1996","379905.0"
"1997","382791.0"
"1998","385287.0"
"1999","387578.0"
"2000","390087.0"
"2001","393028.0"
"2002","395969.0"
"2003","398582.0"
"2004","401268.0"
"2005","403834.0"
"2006","405308.0"
"2007","406724.0"
"2008","409379.0"
"2009","412477.0"
"2010","414508.0"
"2011","416268.0"
"2012","419455.0"
"2013","423374.0"
"2014","427364.0"
"2015","431874.0"
"2016","436947.0"
