"Year","Value"
"1960","81745.0"
"1961","85596.0"
"1962","89516.0"
"1963","93576.0"
"1964","97848.0"
"1965","102425.0"
"1966","107316.0"
"1967","112494.0"
"1968","117950.0"
"1969","123653.0"
"1970","129583.0"
"1971","135726.0"
"1972","142073.0"
"1973","148560.0"
"1974","155109.0"
"1975","161671.0"
"1976","168224.0"
"1977","174773.0"
"1978","181257.0"
"1979","187656.0"
"1980","193949.0"
"1981","200085.0"
"1982","206128.0"
"1983","212136.0"
"1984","218227.0"
"1985","224512.0"
"1986","230972.0"
"1987","237622.0"
"1988","244458.0"
"1989","251514.0"
"1990","258785.0"
"1991","266274.0"
"1992","273963.0"
"1993","281751.0"
"1994","289525.0"
"1995","297192.0"
"1996","304699.0"
"1997","312038.0"
"1998","319222.0"
"1999","326289.0"
"2000","333241.0"
"2001","340117.0"
"2002","346867.0"
"2003","353389.0"
"2004","359523.0"
"2005","365158.0"
"2006","370250.0"
"2007","374864.0"
"2008","379252.0"
"2009","383772.0"
"2010","388662.0"
"2011","394013.0"
"2012","399748.0"
"2013","405716.0"
"2014","411704.0"
"2015","417542.0"
"2016","423196.0"
