"Year","Value"
"1960","45137812.0"
"1961","46062905.0"
"1962","47029140.0"
"1963","48032246.0"
"1964","49066059.0"
"1965","50127214.0"
"1966","51217359.0"
"1967","52341834.0"
"1968","53505978.0"
"1969","54716735.0"
"1970","55981400.0"
"1971","57295210.0"
"1972","58662603.0"
"1973","60110433.0"
"1974","61673559.0"
"1975","63373572.0"
"1976","65226229.0"
"1977","67215805.0"
"1978","69293550.0"
"1979","71391290.0"
"1980","73460724.0"
"1981","75482552.0"
"1982","77472907.0"
"1983","79462277.0"
"1984","81497739.0"
"1985","83613300.0"
"1986","85818502.0"
"1987","88101628.0"
"1988","90450281.0"
"1989","92844353.0"
"1990","95269988.0"
"1991","97726323.0"
"1992","100221563.0"
"1993","102761737.0"
"1994","105355783.0"
"1995","108011465.0"
"1996","110732904.0"
"1997","113522705.0"
"1998","116385750.0"
"1999","119327073.0"
"2000","122352009.0"
"2001","125463434.0"
"2002","128666710.0"
"2003","131972533.0"
"2004","135393616.0"
"2005","138939478.0"
"2006","142614094.0"
"2007","146417024.0"
"2008","150347390.0"
"2009","154402181.0"
"2010","158578261.0"
"2011","162877076.0"
"2012","167297284.0"
"2013","171829303.0"
"2014","176460502.0"
"2015","181181744.0"
"2016","185989640.0"
