"Year","Value"
"1960","2038637.0"
"1961","2096407.0"
"1962","2155652.0"
"1963","2216707.0"
"1964","2280045.0"
"1965","2346010.0"
"1966","2414807.0"
"1967","2486414.0"
"1968","2560727.0"
"1969","2637517.0"
"1970","2716659.0"
"1971","2798125.0"
"1972","2882113.0"
"1973","2968994.0"
"1974","3059254.0"
"1975","3153261.0"
"1976","3251158.0"
"1977","3352835.0"
"1978","3458104.0"
"1979","3566665.0"
"1980","3678286.0"
"1981","3792938.0"
"1982","3910657.0"
"1983","4031349.0"
"1984","4154887.0"
"1985","4281189.0"
"1986","4410158.0"
"1987","4541804.0"
"1988","4676361.0"
"1989","4814137.0"
"1990","4955328.0"
"1991","5099951.0"
"1992","5247836.0"
"1993","5398805.0"
"1994","5552625.0"
"1995","5709051.0"
"1996","5867849.0"
"1997","6028882.0"
"1998","6192026.0"
"1999","6357221.0"
"2000","6524283.0"
"2001","6693061.0"
"2002","6863157.0"
"2003","7033821.0"
"2004","7204153.0"
"2005","7373430.0"
"2006","7541406.0"
"2007","7707972.0"
"2008","7872658.0"
"2009","8035021.0"
"2010","8194778.0"
"2011","8351600.0"
"2012","8505646.0"
"2013","8657785.0"
"2014","8809216.0"
"2015","8960829.0"
"2016","9112867.0"
