"Year","Value"
"1960","87792515.0"
"1961","90138235.0"
"1962","92558005.0"
"1963","95055665.0"
"1964","97638029.0"
"1965","100308894.0"
"1966","103067354.0"
"1967","105907403.0"
"1968","108821564.0"
"1969","111800091.0"
"1970","114834780.0"
"1971","117921998.0"
"1972","121059513.0"
"1973","124242298.0"
"1974","127465231.0"
"1975","130724115.0"
"1976","134010690.0"
"1977","137322118.0"
"1978","140665856.0"
"1979","144053518.0"
"1980","147490365.0"
"1981","150978840.0"
"1982","154506265.0"
"1983","158044343.0"
"1984","161555583.0"
"1985","165012196.0"
"1986","168402025.0"
"1987","171728917.0"
"1988","175000916.0"
"1989","178233223.0"
"1990","181436821.0"
"1991","184615979.0"
"1992","187766086.0"
"1993","190879523.0"
"1994","193945272.0"
"1995","196957849.0"
"1996","199914831.0"
"1997","202826465.0"
"1998","205715544.0"
"1999","208612556.0"
"2000","211540429.0"
"2001","214506502.0"
"2002","217508059.0"
"2003","220545214.0"
"2004","223614649.0"
"2005","226712730.0"
"2006","229838202.0"
"2007","232989141.0"
"2008","236159276.0"
"2009","239340478.0"
"2010","242524123.0"
"2011","245707511.0"
"2012","248883232.0"
"2013","252032263.0"
"2014","255131116.0"
"2015","258162113.0"
"2016","261115456.0"
