"Year","Value"
"1960","5726.0"
"1961","5763.0"
"1962","5763.0"
"1963","5740.0"
"1964","5710.0"
"1965","5672.0"
"1966","5629.0"
"1967","5590.0"
"1968","5559.0"
"1969","5571.0"
"1970","5633.0"
"1971","5756.0"
"1972","5922.0"
"1973","6126.0"
"1974","6346.0"
"1975","6548.0"
"1976","6723.0"
"1977","6886.0"
"1978","7053.0"
"1979","7264.0"
"1980","7519.0"
"1981","7858.0"
"1982","8244.0"
"1983","8669.0"
"1984","9095.0"
"1985","9506.0"
"1986","9875.0"
"1987","10224.0"
"1988","10582.0"
"1989","11017.0"
"1990","11552.0"
"1991","12206.0"
"1992","12968.0"
"1993","13789.0"
"1994","14597.0"
"1995","15332.0"
"1996","15966.0"
"1997","16528.0"
"1998","17115.0"
"1999","17864.0"
"2000","18873.0"
"2001","20185.0"
"2002","21742.0"
"2003","23410.0"
"2004","25028.0"
"2005","26448.0"
"2006","27642.0"
"2007","28640.0"
"2008","29481.0"
"2009","30245.0"
"2010","30994.0"
"2011","31731.0"
"2012","32431.0"
"2013","33108.0"
"2014","33739.0"
"2015","34339.0"
"2016","34900.0"
