"Year","Value"
"1960","124826.0"
"1961","126125.0"
"1962","128414.0"
"1963","130860.0"
"1964","133148.0"
"1965","135266.0"
"1966","136682.0"
"1967","138140.0"
"1968","140298.0"
"1969","142581.0"
"1970","144739.0"
"1971","147389.0"
"1972","147710.0"
"1973","146912.0"
"1974","148351.0"
"1975","149129.0"
"1976","149399.0"
"1977","149459.0"
"1978","148341.0"
"1979","147851.0"
"1980","148041.0"
"1981","148629.0"
"1982","150101.0"
"1983","151159.0"
"1984","151940.0"
"1985","152711.0"
"1986","152662.0"
"1987","151456.0"
"1988","149254.0"
"1989","146937.0"
"1990","145400.0"
"1991","144403.0"
"1992","143912.0"
"1993","144299.0"
"1994","144630.0"
"1995","145139.0"
"1996","146306.0"
"1997","146956.0"
"1998","144472.0"
"1999","139428.0"
"2000","133860.0"
"2001","129047.0"
"2002","129205.0"
"2003","131897.0"
"2004","134192.0"
"2005","137658.0"
"2006","141239.0"
"2007","144056.0"
"2008","145880.0"
"2009","146833.0"
"2010","148703.0"
"2011","150831.0"
"2012","152088.0"
"2013","153822.0"
"2014","155909.0"
"2015","157979.0"
"2016","159999.0"
