"Year","Value"
"1960","616409.0"
"1961","623415.0"
"1962","629969.0"
"1963","636586.0"
"1964","643961.0"
"1965","652562.0"
"1966","662463.0"
"1967","673462.0"
"1968","685476.0"
"1969","698338.0"
"1970","711827.0"
"1971","726256.0"
"1972","741490.0"
"1973","756280.0"
"1974","768945.0"
"1975","778470.0"
"1976","784156.0"
"1977","786754.0"
"1978","788495.0"
"1979","792462.0"
"1980","800854.0"
"1981","814507.0"
"1982","832668.0"
"1983","854113.0"
"1984","876873.0"
"1985","899509.0"
"1986","921626.0"
"1987","943617.0"
"1988","965742.0"
"1989","988520.0"
"1990","1012280.0"
"1991","1037155.0"
"1992","1062800.0"
"1993","1088569.0"
"1994","1113541.0"
"1995","1137122.0"
"1996","1159060.0"
"1997","1179727.0"
"1998","1199915.0"
"1999","1220794.0"
"2000","1243229.0"
"2001","1267512.0"
"2002","1293523.0"
"2003","1321202.0"
"2004","1350345.0"
"2005","1380838.0"
"2006","1412669.0"
"2007","1445958.0"
"2008","1480841.0"
"2009","1517448.0"
"2010","1555880.0"
"2011","1596154.0"
"2012","1638139.0"
"2013","1681495.0"
"2014","1725744.0"
"2015","1770526.0"
"2016","1815698.0"
