"Year","Value"
"1960","8996351.0"
"1961","9166764.0"
"1962","9345868.0"
"1963","9533954.0"
"1964","9731361.0"
"1965","9938414.0"
"1966","10152331.0"
"1967","10372630.0"
"1968","10604346.0"
"1969","10854428.0"
"1970","11126123.0"
"1971","11417825.0"
"1972","11721940.0"
"1973","12027822.0"
"1974","12321541.0"
"1975","12590286.0"
"1976","12840299.0"
"1977","13067538.0"
"1978","13237734.0"
"1979","13306695.0"
"1980","13248370.0"
"1981","13053954.0"
"1982","12749645.0"
"1983","12389269.0"
"1984","12047115.0"
"1985","11783050.0"
"1986","11601041.0"
"1987","11502761.0"
"1988","11540888.0"
"1989","11777609.0"
"1990","12249114.0"
"1991","12993657.0"
"1992","13981231.0"
"1993","15095099.0"
"1994","16172719.0"
"1995","17099541.0"
"1996","17822884.0"
"1997","18381605.0"
"1998","18863999.0"
"1999","19403676.0"
"2000","20093756.0"
"2001","20966463.0"
"2002","21979923.0"
"2003","23064851.0"
"2004","24118979.0"
"2005","25070798.0"
"2006","25893450.0"
"2007","26616792.0"
"2008","27294031.0"
"2009","28004331.0"
"2010","28803167.0"
"2011","29708599.0"
"2012","30696958.0"
"2013","31731688.0"
"2014","32758020.0"
"2015","33736494.0"
"2016","34656032.0"
