"Year","Value"
"1960","3001593.0"
"1961","3060355.0"
"1962","3121216.0"
"1963","3183551.0"
"1964","3246505.0"
"1965","3309573.0"
"1966","3372170.0"
"1967","3434811.0"
"1968","3499352.0"
"1969","3568376.0"
"1970","3643549.0"
"1971","3726091.0"
"1972","3815103.0"
"1973","3907632.0"
"1974","3999512.0"
"1975","4087948.0"
"1976","4172230.0"
"1977","4253989.0"
"1978","4335645.0"
"1979","4420716.0"
"1980","4512042.0"
"1981","4610167.0"
"1982","4715197.0"
"1983","4829094.0"
"1984","4954046.0"
"1985","5091535.0"
"1986","5243006.0"
"1987","5408087.0"
"1988","5584339.0"
"1989","5768086.0"
"1990","5956859.0"
"1991","6150081.0"
"1992","6349089.0"
"1993","6555603.0"
"1994","6772133.0"
"1995","7000722.0"
"1996","7241134.0"
"1997","7493251.0"
"1998","7759258.0"
"1999","8041846.0"
"2000","8342559.0"
"2001","8663012.0"
"2002","9001689.0"
"2003","9353201.0"
"2004","9710043.0"
"2005","10067009.0"
"2006","10421597.0"
"2007","10775708.0"
"2008","11133861.0"
"2009","11502786.0"
"2010","11887202.0"
"2011","12288651.0"
"2012","12705135.0"
"2013","13133589.0"
"2014","13569438.0"
"2015","14009413.0"
"2016","14452543.0"
