"Year","Value"
"1960","1628252.0"
"1961","1650806.0"
"1962","1676250.0"
"1963","1703395.0"
"1964","1730486.0"
"1965","1756266.0"
"1966","1780264.0"
"1967","1803064.0"
"1968","1825633.0"
"1969","1849414.0"
"1970","1875381.0"
"1971","1904016.0"
"1972","1934828.0"
"1973","1966700.0"
"1974","1998034.0"
"1975","2027737.0"
"1976","2055085.0"
"1977","2080538.0"
"1978","2105664.0"
"1979","2132690.0"
"1980","2163045.0"
"1981","2197583.0"
"1982","2235327.0"
"1983","2273666.0"
"1984","2308947.0"
"1985","2338638.0"
"1986","2361720.0"
"1987","2379279.0"
"1988","2393534.0"
"1989","2407720.0"
"1990","2424242.0"
"1991","2443689.0"
"1992","2465362.0"
"1993","2488782.0"
"1994","2513049.0"
"1995","2537440.0"
"1996","2561993.0"
"1997","2586827.0"
"1998","2611367.0"
"1999","2634882.0"
"2000","2656864.0"
"2001","2677011.0"
"2002","2695446.0"
"2003","2712511.0"
"2004","2728777.0"
"2005","2744673.0"
"2006","2760279.0"
"2007","2775467.0"
"2008","2790122.0"
"2009","2804082.0"
"2010","2817210.0"
"2011","2829493.0"
"2012","2840992.0"
"2013","2851807.0"
"2014","2862087.0"
"2015","2871934.0"
"2016","2881355.0"
