"Year","Value"
"1960","2538651.0"
"1961","2571690.0"
"1962","2603887.0"
"1963","2635129.0"
"1964","2665390.0"
"1965","2694537.0"
"1966","2722877.0"
"1967","2750093.0"
"1968","2774774.0"
"1969","2795046.0"
"1970","2809803.0"
"1971","2818270.0"
"1972","2821439.0"
"1973","2822081.0"
"1974","2824069.0"
"1975","2830172.0"
"1976","2841429.0"
"1977","2857105.0"
"1978","2875966.0"
"1979","2896023.0"
"1980","2915778.0"
"1981","2935036.0"
"1982","2954282.0"
"1983","2973463.0"
"1984","2992645.0"
"1985","3011908.0"
"1986","3031038.0"
"1987","3049966.0"
"1988","3069099.0"
"1989","3088984.0"
"1990","3109989.0"
"1991","3132050.0"
"1992","3154855.0"
"1993","3178155.0"
"1994","3201607.0"
"1995","3224804.0"
"1996","3248035.0"
"1997","3271010.0"
"1998","3292138.0"
"1999","3309318.0"
"2000","3321245.0"
"2001","3327103.0"
"2002","3327773.0"
"2003","3325637.0"
"2004","3324096.0"
"2005","3325612.0"
"2006","3331043.0"
"2007","3339741.0"
"2008","3350824.0"
"2009","3362755.0"
"2010","3374415.0"
"2011","3385624.0"
"2012","3396777.0"
"2013","3408005.0"
"2014","3419546.0"
"2015","3431552.0"
"2016","3444006.0"
