"Year","Value"
"1960","551740.0"
"1961","564890.0"
"1962","578824.0"
"1963","593501.0"
"1964","608887.0"
"1965","625009.0"
"1966","642003.0"
"1967","660119.0"
"1968","679597.0"
"1969","700725.0"
"1970","723852.0"
"1971","748973.0"
"1972","776383.0"
"1973","806991.0"
"1974","841948.0"
"1975","882044.0"
"1976","927439.0"
"1977","977808.0"
"1978","1032800.0"
"1979","1091853.0"
"1980","1154379.0"
"1981","1220587.0"
"1982","1290111.0"
"1983","1361097.0"
"1984","1431077.0"
"1985","1498417.0"
"1986","1561185.0"
"1987","1619864.0"
"1988","1678116.0"
"1989","1741160.0"
"1990","1812160.0"
"1991","1893771.0"
"1992","1983277.0"
"1993","2072111.0"
"1994","2148428.0"
"1995","2204283.0"
"1996","2236666.0"
"1997","2249773.0"
"1998","2251875.0"
"1999","2254918.0"
"2000","2267991.0"
"2001","2294787.0"
"2002","2334285.0"
"2003","2385255.0"
"2004","2444751.0"
"2005","2511269.0"
"2006","2582991.0"
"2007","2662762.0"
"2008","2759014.0"
"2009","2882942.0"
"2010","3041460.0"
"2011","3237268.0"
"2012","3464644.0"
"2013","3711481.0"
"2014","3960925.0"
"2015","4199810.0"
"2016","4424762.0"
