"Year","Value"
"1960","20013.0"
"1961","20486.0"
"1962","21117.0"
"1963","21882.0"
"1964","22698.0"
"1965","23520.0"
"1966","24321.0"
"1967","25116.0"
"1968","25885.0"
"1969","26614.0"
"1970","27292.0"
"1971","27916.0"
"1972","28492.0"
"1973","29014.0"
"1974","29488.0"
"1975","29932.0"
"1976","30321.0"
"1977","30689.0"
"1978","31102.0"
"1979","31673.0"
"1980","32457.0"
"1981","33493.0"
"1982","34738.0"
"1983","36160.0"
"1984","37688.0"
"1985","39241.0"
"1986","40837.0"
"1987","42450.0"
"1988","44047.0"
"1989","45593.0"
"1990","47038.0"
"1991","48375.0"
"1992","49593.0"
"1993","50720.0"
"1994","51803.0"
"1995","52868.0"
"1996","53929.0"
"1997","54941.0"
"1998","55901.0"
"1999","56770.0"
"2000","57521.0"
"2001","58175.0"
"2002","58731.0"
"2003","59117.0"
"2004","59264.0"
"2005","59118.0"
"2006","58650.0"
"2007","57903.0"
"2008","57030.0"
"2009","56227.0"
"2010","55637.0"
"2011","55320.0"
"2012","55230.0"
"2013","55307.0"
"2014","55437.0"
"2015","55537.0"
"2016","55599.0"
