"Year","Value"
"1960","10063011.0"
"1961","10221759.0"
"1962","10384204.0"
"1963","10552267.0"
"1964","10728197.0"
"1965","10913724.0"
"1966","11109884.0"
"1967","11316826.0"
"1968","11534264.0"
"1969","11761473.0"
"1970","11997929.0"
"1971","12243768.0"
"1972","12499429.0"
"1973","12764957.0"
"1974","13040404.0"
"1975","13325814.0"
"1976","13621110.0"
"1977","13926260.0"
"1978","14241403.0"
"1979","14566691.0"
"1980","14902163.0"
"1981","15249010.0"
"1982","15607236.0"
"1983","15974420.0"
"1984","16347242.0"
"1985","16723956.0"
"1986","17101136.0"
"1987","17480921.0"
"1988","17873667.0"
"1989","18293514.0"
"1990","18749406.0"
"1991","19245054.0"
"1992","19773772.0"
"1993","20321175.0"
"1994","20867130.0"
"1995","21396384.0"
"1996","21903379.0"
"1997","22389803.0"
"1998","22856305.0"
"1999","23305994.0"
"2000","23740911.0"
"2001","24161777.0"
"2002","24566342.0"
"2003","24950623.0"
"2004","25309449.0"
"2005","25640287.0"
"2006","25940618.0"
"2007","26214847.0"
"2008","26475859.0"
"2009","26741103.0"
"2010","27023137.0"
"2011","27327147.0"
"2012","27649925.0"
"2013","27985310.0"
"2014","28323241.0"
"2015","28656282.0"
"2016","28982771.0"
