"Year","Value"
"1960","92500572.0"
"1961","94943000.0"
"1962","95832000.0"
"1963","96812000.0"
"1964","97826000.0"
"1965","98883000.0"
"1966","99790000.0"
"1967","100725000.0"
"1968","101061000.0"
"1969","103172000.0"
"1970","104345000.0"
"1971","105697000.0"
"1972","107188000.0"
"1973","108079000.0"
"1974","110162000.0"
"1975","111940000.0"
"1976","112771000.0"
"1977","113863000.0"
"1978","114898000.0"
"1979","115870000.0"
"1980","116782000.0"
"1981","117648000.0"
"1982","118449000.0"
"1983","119259000.0"
"1984","120018000.0"
"1985","120754000.0"
"1986","121492000.0"
"1987","122091000.0"
"1988","122613000.0"
"1989","123116000.0"
"1990","123537000.0"
"1991","123921000.0"
"1992","124229000.0"
"1993","124536000.0"
"1994","124961000.0"
"1995","125439000.0"
"1996","125757000.0"
"1997","126057000.0"
"1998","126400000.0"
"1999","126631000.0"
"2000","126843000.0"
"2001","127149000.0"
"2002","127445000.0"
"2003","127718000.0"
"2004","127761000.0"
"2005","127773000.0"
"2006","127854000.0"
"2007","128001000.0"
"2008","128063000.0"
"2009","128047000.0"
"2010","128070000.0"
"2011","127833000.0"
"2012","127629000.0"
"2013","127445000.0"
"2014","127276000.0"
"2015","127141000.0"
"2016","126994511.0"
