"Year","Value"
"1960","4086539.0"
"1961","4218879.0"
"1962","4362864.0"
"1963","4516659.0"
"1964","4677404.0"
"1965","4843635.0"
"1966","5015204.0"
"1967","5194846.0"
"1968","5387486.0"
"1969","5599628.0"
"1970","5836389.0"
"1971","6100994.0"
"1972","6393894.0"
"1973","6714095.0"
"1974","7059334.0"
"1975","7428703.0"
"1976","7818613.0"
"1977","8231604.0"
"1978","8679840.0"
"1979","9179621.0"
"1980","9740599.0"
"1981","10366661.0"
"1982","11048080.0"
"1983","11763837.0"
"1984","12484967.0"
"1985","13189115.0"
"1986","13869012.0"
"1987","14525660.0"
"1988","15155223.0"
"1989","15755944.0"
"1990","16326815.0"
"1991","16867829.0"
"1992","17378833.0"
"1993","17859750.0"
"1994","18311090.0"
"1995","18735841.0"
"1996","19131578.0"
"1997","19505576.0"
"1998","19882458.0"
"1999","20294406.0"
"2000","20764312.0"
"2001","21303592.0"
"2002","21906308.0"
"2003","22556425.0"
"2004","23228890.0"
"2005","23905654.0"
"2006","24578301.0"
"2007","25252569.0"
"2008","25940770.0"
"2009","26661492.0"
"2010","27425676.0"
"2011","28238020.0"
"2012","29086357.0"
"2013","29944476.0"
"2014","30776722.0"
"2015","31557144.0"
"2016","32275687.0"
