"Year","Value"
"1960","9196324.0"
"1961","9366201.0"
"1962","9539303.0"
"1963","9715748.0"
"1964","9898587.0"
"1965","10086706.0"
"1966","10278079.0"
"1967","10473132.0"
"1968","10676961.0"
"1969","10888229.0"
"1970","11107495.0"
"1971","11337824.0"
"1972","11575349.0"
"1973","11816118.0"
"1974","12059314.0"
"1975","12306778.0"
"1976","12553340.0"
"1977","12802730.0"
"1978","13058255.0"
"1979","13332553.0"
"1980","13628831.0"
"1981","13946143.0"
"1982","14286062.0"
"1983","14639787.0"
"1984","15008538.0"
"1985","15397918.0"
"1986","15805945.0"
"1987","16230440.0"
"1988","16657359.0"
"1989","17075243.0"
"1990","17465684.0"
"1991","17848156.0"
"1992","18188830.0"
"1993","18507402.0"
"1994","18826109.0"
"1995","19150245.0"
"1996","19481582.0"
"1997","19820722.0"
"1998","20172617.0"
"1999","20555223.0"
"2000","20944988.0"
"2001","21329094.0"
"2002","21724724.0"
"2003","22143131.0"
"2004","22602097.0"
"2005","23114953.0"
"2006","23687194.0"
"2007","24313721.0"
"2008","24972681.0"
"2009","25620918.0"
"2010","26269542.0"
"2011","26902018.0"
"2012","27527819.0"
"2013","28146089.0"
"2014","28759578.0"
"2015","29374084.0"
"2016","29983809.0"
