"Year","Value"
"1960","4279.0"
"1961","4453.0"
"1962","4566.0"
"1963","4656.0"
"1964","4748.0"
"1965","4841.0"
"1966","4936.0"
"1967","5033.0"
"1968","5161.0"
"1969","5303.0"
"1970","5450.0"
"1971","5601.0"
"1972","5756.0"
"1973","5915.0"
"1974","6078.0"
"1975","6291.0"
"1976","6530.0"
"1977","6778.0"
"1978","7035.0"
"1979","7303.0"
"1980","7580.0"
"1981","7868.0"
"1982","8670.0"
"1983","10547.0"
"1984","12790.0"
"1985","15392.0"
"1986","18337.0"
"1987","21628.0"
"1988","24873.0"
"1989","27676.0"
"1990","30036.0"
"1991","31821.0"
"1992","32892.0"
"1993","33238.0"
"1994","33098.0"
"1995","32712.0"
"1996","32102.0"
"1997","31304.0"
"1998","30358.0"
"1999","29305.0"
"2000","28384.0"
"2001","27782.0"
"2002","27450.0"
"2003","27363.0"
"2004","27514.0"
"2005","27906.0"
"2006","28414.0"
"2007","28905.0"
"2008","29376.0"
"2009","29820.0"
"2010","30235.0"
"2011","30615.0"
"2012","30959.0"
"2013","31264.0"
"2014","31530.0"
"2015","31754.0"
"2016","31949.0"
