"Year","Value"
"1960","60011.0"
"1961","61032.0"
"1962","61982.0"
"1963","62918.0"
"1964","63926.0"
"1965","65038.0"
"1966","66311.0"
"1967","67686.0"
"1968","69040.0"
"1969","70213.0"
"1970","71073.0"
"1971","71569.0"
"1972","71734.0"
"1973","71744.0"
"1974","71807.0"
"1975","72094.0"
"1976","72642.0"
"1977","73411.0"
"1978","74242.0"
"1979","74925.0"
"1980","75314.0"
"1981","75375.0"
"1982","75170.0"
"1983","74747.0"
"1984","74213.0"
"1985","73643.0"
"1986","73025.0"
"1987","72370.0"
"1988","71742.0"
"1989","71242.0"
"1990","70926.0"
"1991","70842.0"
"1992","70970.0"
"1993","71210.0"
"1994","71373.0"
"1995","71368.0"
"1996","71145.0"
"1997","70753.0"
"1998","70290.0"
"1999","69903.0"
"2000","69676.0"
"2001","69670.0"
"2002","69824.0"
"2003","70093.0"
"2004","70379.0"
"2005","70627.0"
"2006","70807.0"
"2007","70950.0"
"2008","71074.0"
"2009","71229.0"
"2010","71440.0"
"2011","71718.0"
"2012","72044.0"
"2013","72400.0"
"2014","72778.0"
"2015","73162.0"
"2016","73543.0"
