"Year","Value"
"1960","480579.0"
"1961","491140.0"
"1962","502558.0"
"1963","513409.0"
"1964","521753.0"
"1965","526327.0"
"1966","526419.0"
"1967","522796.0"
"1968","517481.0"
"1969","513340.0"
"1970","512407.0"
"1971","515449.0"
"1972","521785.0"
"1973","530220.0"
"1974","538902.0"
"1975","546487.0"
"1976","552562.0"
"1977","557576.0"
"1978","562065.0"
"1979","566888.0"
"1980","572608.0"
"1981","579445.0"
"1982","587001.0"
"1983","594506.0"
"1984","600884.0"
"1985","605398.0"
"1986","607711.0"
"1987","608144.0"
"1988","607413.0"
"1989","606571.0"
"1990","606372.0"
"1991","607105.0"
"1992","608516.0"
"1993","610170.0"
"1994","611389.0"
"1995","611712.0"
"1996","611003.0"
"1997","609520.0"
"1998","607662.0"
"1999","606001.0"
"2000","604950.0"
"2001","607389.0"
"2002","609828.0"
"2003","612267.0"
"2004","613353.0"
"2005","614261.0"
"2006","615025.0"
"2007","615875.0"
"2008","616969.0"
"2009","618294.0"
"2010","619428.0"
"2011","620079.0"
"2012","620601.0"
"2013","621207.0"
"2014","621810.0"
"2015","622159.0"
"2016","622781.0"
