"Year","Value"
"1960","1874120.0"
"1961","1941491.0"
"1962","2009526.0"
"1963","2077575.0"
"1964","2144998.0"
"1965","2211316.0"
"1966","2276031.0"
"1967","2339124.0"
"1968","2401140.0"
"1969","2462925.0"
"1970","2525065.0"
"1971","2587706.0"
"1972","2650484.0"
"1973","2712781.0"
"1974","2773747.0"
"1975","2832757.0"
"1976","2889579.0"
"1977","2944379.0"
"1978","2997411.0"
"1979","3049105.0"
"1980","3099751.0"
"1981","3148092.0"
"1982","3193686.0"
"1983","3238594.0"
"1984","3285595.0"
"1985","3335935.0"
"1986","3392256.0"
"1987","3451942.0"
"1988","3504651.0"
"1989","3536469.0"
"1990","3538165.0"
"1991","3505251.0"
"1992","3442810.0"
"1993","3363098.0"
"1994","3283660.0"
"1995","3217342.0"
"1996","3168215.0"
"1997","3133086.0"
"1998","3108684.0"
"1999","3089017.0"
"2000","3069588.0"
"2001","3050655.0"
"2002","3033897.0"
"2003","3017806.0"
"2004","3000612.0"
"2005","2981259.0"
"2006","2958500.0"
"2007","2933056.0"
"2008","2908220.0"
"2009","2888584.0"
"2010","2877311.0"
"2011","2875581.0"
"2012","2881922.0"
"2013","2893509.0"
"2014","2906220.0"
"2015","2916950.0"
"2016","2924816.0"
