"Year","Value"
"1960","2755947.0"
"1961","2814096.0"
"1962","2874190.0"
"1963","2936443.0"
"1964","3001126.0"
"1965","3068437.0"
"1966","3143836.0"
"1967","3228495.0"
"1968","3313786.0"
"1969","3387632.0"
"1970","3444553.0"
"1971","3470324.0"
"1972","3475022.0"
"1973","3506008.0"
"1974","3627504.0"
"1975","3880320.0"
"1976","4289469.0"
"1977","4827362.0"
"1978","5417740.0"
"1979","5953615.0"
"1980","6359126.0"
"1981","6604872.0"
"1982","6716448.0"
"1983","6740220.0"
"1984","6747932.0"
"1985","6791716.0"
"1986","6887372.0"
"1987","7018109.0"
"1988","7165295.0"
"1989","7298417.0"
"1990","7397347.0"
"1991","7455936.0"
"1992","7488544.0"
"1993","7519811.0"
"1994","7583954.0"
"1995","7704894.0"
"1996","7892389.0"
"1997","8137475.0"
"1998","8422372.0"
"1999","8720231.0"
"2000","9011479.0"
"2001","9290823.0"
"2002","9564167.0"
"2003","9836397.0"
"2004","10116228.0"
"2005","10409925.0"
"2006","10718317.0"
"2007","11038596.0"
"2008","11369276.0"
"2009","11707990.0"
"2010","12053223.0"
"2011","12404725.0"
"2012","12763776.0"
"2013","13132349.0"
"2014","13513125.0"
"2015","13908129.0"
"2016","14317996.0"
