"Year","Value"
"1960","72207554.0"
"1961","74351763.0"
"1962","76573248.0"
"1963","78854019.0"
"1964","81168654.0"
"1965","83498020.0"
"1966","85837799.0"
"1967","88191378.0"
"1968","90557064.0"
"1969","92935072.0"
"1970","95326793.0"
"1971","97728961.0"
"1972","100143598.0"
"1973","102584278.0"
"1974","105069367.0"
"1975","107612100.0"
"1976","110213082.0"
"1977","112867867.0"
"1978","115577669.0"
"1979","118342626.0"
"1980","121159761.0"
"1981","124030908.0"
"1982","126947365.0"
"1983","129882321.0"
"1984","132800684.0"
"1985","135676281.0"
"1986","138499464.0"
"1987","141273488.0"
"1988","144001542.0"
"1989","146691981.0"
"1990","149352145.0"
"1991","151976577.0"
"1992","154564278.0"
"1993","157132682.0"
"1994","159705123.0"
"1995","162296612.0"
"1996","164913306.0"
"1997","167545164.0"
"1998","170170640.0"
"1999","172759243.0"
"2000","175287587.0"
"2001","177750670.0"
"2002","180151021.0"
"2003","182482149.0"
"2004","184738458.0"
"2005","186917361.0"
"2006","189012412.0"
"2007","191026637.0"
"2008","192979029.0"
"2009","194895996.0"
"2010","196796269.0"
"2011","198686688.0"
"2012","200560983.0"
"2013","202408632.0"
"2014","204213133.0"
"2015","205962108.0"
"2016","207652865.0"
