"Year","Value"
"1960","15397.0"
"1961","15789.0"
"1962","16199.0"
"1963","16621.0"
"1964","17032.0"
"1965","17441.0"
"1966","17835.0"
"1967","18229.0"
"1968","18589.0"
"1969","18895.0"
"1970","19138.0"
"1971","19303.0"
"1972","19398.0"
"1973","19466.0"
"1974","19562.0"
"1975","19735.0"
"1976","19980.0"
"1977","20296.0"
"1978","20660.0"
"1979","21030.0"
"1980","21361.0"
"1981","21666.0"
"1982","21943.0"
"1983","22210.0"
"1984","22455.0"
"1985","22708.0"
"1986","22961.0"
"1987","23210.0"
"1988","23466.0"
"1989","23740.0"
"1990","24043.0"
"1991","24386.0"
"1992","24749.0"
"1993","25141.0"
"1994","25516.0"
"1995","25877.0"
"1996","26209.0"
"1997","26508.0"
"1998","26799.0"
"1999","27096.0"
"2000","27418.0"
"2001","27762.0"
"2002","28121.0"
"2003","28494.0"
"2004","28866.0"
"2005","29240.0"
"2006","29614.0"
"2007","29977.0"
"2008","30351.0"
"2009","30723.0"
"2010","31110.0"
"2011","31504.0"
"2012","31914.0"
"2013","32303.0"
"2014","32657.0"
"2015","32960.0"
"2016","33203.0"
